,Cell,Cell_type
674,human1_lib2.final_cell_0107,beta
675,human1_lib2.final_cell_0108,beta
676,human1_lib2.final_cell_0109,beta
677,human1_lib2.final_cell_0110,beta
678,human1_lib2.final_cell_0111,acinar
679,human1_lib2.final_cell_0112,acinar
680,human1_lib2.final_cell_0113,beta
681,human1_lib2.final_cell_0114,alpha
682,human1_lib2.final_cell_0115,beta
683,human1_lib2.final_cell_0116,delta
684,human1_lib2.final_cell_0117,beta
685,human1_lib2.final_cell_0118,beta
686,human1_lib2.final_cell_0119,beta
687,human1_lib2.final_cell_0120,beta
688,human1_lib2.final_cell_0121,beta
689,human1_lib2.final_cell_0122,ductal
690,human1_lib2.final_cell_0123,beta
691,human1_lib2.final_cell_0124,acinar
692,human1_lib2.final_cell_0125,beta
693,human1_lib2.final_cell_0126,acinar
694,human1_lib2.final_cell_0127,beta
695,human1_lib2.final_cell_0128,ductal
696,human1_lib2.final_cell_0129,beta
697,human1_lib2.final_cell_0130,activated_stellate
698,human1_lib2.final_cell_0131,alpha
699,human1_lib2.final_cell_0132,beta
700,human1_lib2.final_cell_0133,delta
701,human1_lib2.final_cell_0134,delta
702,human1_lib2.final_cell_0135,beta
703,human1_lib2.final_cell_0136,beta
704,human1_lib2.final_cell_0137,beta
705,human1_lib2.final_cell_0138,beta
706,human1_lib2.final_cell_0139,acinar
707,human1_lib2.final_cell_0140,beta
708,human1_lib2.final_cell_0141,beta
709,human1_lib2.final_cell_0142,beta
710,human1_lib2.final_cell_0143,delta
711,human1_lib2.final_cell_0144,beta
712,human1_lib2.final_cell_0145,ductal
713,human1_lib2.final_cell_0146,beta
714,human1_lib2.final_cell_0147,beta
715,human1_lib2.final_cell_0148,ductal
716,human1_lib2.final_cell_0149,macrophage
717,human1_lib2.final_cell_0150,beta
718,human1_lib2.final_cell_0151,delta
719,human1_lib2.final_cell_0152,beta
720,human1_lib2.final_cell_0153,beta
721,human1_lib2.final_cell_0154,beta
722,human1_lib2.final_cell_0155,beta
723,human1_lib2.final_cell_0156,beta
724,human1_lib2.final_cell_0157,activated_stellate
725,human1_lib2.final_cell_0158,beta
726,human1_lib2.final_cell_0159,beta
727,human1_lib2.final_cell_0160,ductal
728,human1_lib2.final_cell_0161,beta
729,human1_lib2.final_cell_0162,beta
730,human1_lib2.final_cell_0163,beta
731,human1_lib2.final_cell_0164,beta
732,human1_lib2.final_cell_0165,beta
733,human1_lib2.final_cell_0166,delta
734,human1_lib2.final_cell_0167,beta
735,human1_lib2.final_cell_0168,beta
736,human1_lib2.final_cell_0169,delta
737,human1_lib2.final_cell_0170,beta
738,human1_lib2.final_cell_0171,beta
739,human1_lib2.final_cell_0172,beta
740,human1_lib2.final_cell_0173,beta
741,human1_lib2.final_cell_0174,alpha
742,human1_lib2.final_cell_0175,beta
743,human1_lib2.final_cell_0176,beta
744,human1_lib2.final_cell_0177,acinar
745,human1_lib2.final_cell_0178,beta
746,human1_lib2.final_cell_0179,beta
747,human1_lib2.final_cell_0180,beta
748,human1_lib2.final_cell_0181,beta
749,human1_lib2.final_cell_0182,ductal
750,human1_lib2.final_cell_0183,beta
751,human1_lib2.final_cell_0184,delta
752,human1_lib2.final_cell_0185,beta
753,human1_lib2.final_cell_0186,alpha
754,human1_lib2.final_cell_0187,beta
755,human1_lib2.final_cell_0188,beta
756,human1_lib2.final_cell_0189,beta
757,human1_lib2.final_cell_0190,beta
758,human1_lib2.final_cell_0191,delta
759,human1_lib2.final_cell_0192,beta
760,human1_lib2.final_cell_0193,beta
761,human1_lib2.final_cell_0194,delta
762,human1_lib2.final_cell_0195,beta
763,human1_lib2.final_cell_0196,beta
764,human1_lib2.final_cell_0197,beta
765,human1_lib2.final_cell_0198,beta
766,human1_lib2.final_cell_0199,beta
767,human1_lib2.final_cell_0200,beta
768,human1_lib2.final_cell_0201,beta
769,human1_lib2.final_cell_0202,gamma
770,human1_lib2.final_cell_0203,beta
771,human1_lib2.final_cell_0204,beta
772,human1_lib2.final_cell_0205,delta
773,human1_lib2.final_cell_0206,ductal
774,human1_lib2.final_cell_0207,beta
775,human1_lib2.final_cell_0208,beta
776,human1_lib2.final_cell_0209,beta
777,human1_lib2.final_cell_0210,delta
778,human1_lib2.final_cell_0211,beta
779,human1_lib2.final_cell_0212,ductal
780,human1_lib2.final_cell_0213,beta
781,human1_lib2.final_cell_0214,beta
782,human1_lib2.final_cell_0215,beta
783,human1_lib2.final_cell_0216,beta
784,human1_lib2.final_cell_0217,ductal
785,human1_lib2.final_cell_0218,activated_stellate
786,human1_lib2.final_cell_0219,beta
787,human1_lib2.final_cell_0220,alpha
788,human1_lib2.final_cell_0221,beta
789,human1_lib2.final_cell_0222,beta
790,human1_lib2.final_cell_0223,activated_stellate
791,human1_lib2.final_cell_0224,alpha
792,human1_lib2.final_cell_0225,acinar
793,human1_lib2.final_cell_0226,gamma
794,human1_lib2.final_cell_0227,beta
795,human1_lib2.final_cell_0228,beta
796,human1_lib2.final_cell_0229,beta
797,human1_lib2.final_cell_0230,delta
798,human1_lib2.final_cell_0231,alpha
799,human1_lib2.final_cell_0232,endothelial
800,human1_lib2.final_cell_0233,gamma
801,human1_lib2.final_cell_0234,beta
802,human1_lib2.final_cell_0235,alpha
803,human1_lib2.final_cell_0236,beta
804,human1_lib2.final_cell_0237,beta
805,human1_lib2.final_cell_0238,beta
806,human1_lib2.final_cell_0239,beta
807,human1_lib2.final_cell_0240,beta
808,human1_lib2.final_cell_0241,endothelial
809,human1_lib2.final_cell_0242,beta
810,human1_lib2.final_cell_0243,delta
811,human1_lib2.final_cell_0244,beta
812,human1_lib2.final_cell_0245,alpha
813,human1_lib2.final_cell_0246,beta
814,human1_lib2.final_cell_0247,alpha
815,human1_lib2.final_cell_0248,alpha
816,human1_lib2.final_cell_0249,delta
817,human1_lib2.final_cell_0250,alpha
818,human1_lib2.final_cell_0251,ductal
819,human1_lib2.final_cell_0252,beta
820,human1_lib2.final_cell_0253,alpha
821,human1_lib2.final_cell_0254,endothelial
822,human1_lib2.final_cell_0255,beta
823,human1_lib2.final_cell_0256,beta
824,human1_lib2.final_cell_0257,ductal
825,human1_lib2.final_cell_0258,delta
826,human1_lib2.final_cell_0259,beta
827,human1_lib2.final_cell_0260,beta
828,human1_lib2.final_cell_0261,alpha
829,human1_lib2.final_cell_0262,alpha
830,human1_lib2.final_cell_0263,delta
831,human1_lib2.final_cell_0264,gamma
832,human1_lib2.final_cell_0265,alpha
833,human1_lib2.final_cell_0266,beta
834,human1_lib2.final_cell_0267,alpha
835,human1_lib2.final_cell_0268,ductal
836,human1_lib2.final_cell_0269,beta
837,human1_lib2.final_cell_0270,gamma
838,human1_lib2.final_cell_0271,beta
839,human1_lib2.final_cell_0272,schwann
840,human1_lib2.final_cell_0273,delta
841,human1_lib2.final_cell_0274,beta
842,human1_lib2.final_cell_0275,alpha
843,human1_lib2.final_cell_0276,delta
844,human1_lib2.final_cell_0277,beta
845,human1_lib2.final_cell_0278,acinar
846,human1_lib2.final_cell_0279,beta
847,human1_lib2.final_cell_0280,beta
848,human1_lib2.final_cell_0281,beta
849,human1_lib2.final_cell_0282,beta
850,human1_lib2.final_cell_0283,beta
851,human1_lib2.final_cell_0284,alpha
852,human1_lib2.final_cell_0285,beta
853,human1_lib2.final_cell_0286,beta
854,human1_lib2.final_cell_0287,macrophage
855,human1_lib2.final_cell_0288,gamma
856,human1_lib2.final_cell_0289,beta
857,human1_lib2.final_cell_0290,beta
858,human1_lib2.final_cell_0291,alpha
859,human1_lib2.final_cell_0292,acinar
860,human1_lib2.final_cell_0293,endothelial
861,human1_lib2.final_cell_0294,alpha
862,human1_lib2.final_cell_0295,beta
863,human1_lib2.final_cell_0296,alpha
864,human1_lib2.final_cell_0297,alpha
865,human1_lib2.final_cell_0298,alpha
866,human1_lib2.final_cell_0299,beta
867,human1_lib2.final_cell_0300,beta
868,human1_lib2.final_cell_0301,alpha
869,human1_lib2.final_cell_0302,alpha
870,human1_lib2.final_cell_0303,macrophage
871,human1_lib2.final_cell_0304,alpha
872,human1_lib2.final_cell_0305,beta
873,human1_lib2.final_cell_0306,beta
874,human1_lib2.final_cell_0307,beta
875,human1_lib2.final_cell_0308,alpha
876,human1_lib2.final_cell_0309,activated_stellate
877,human1_lib2.final_cell_0310,delta
878,human1_lib2.final_cell_0311,alpha
879,human1_lib2.final_cell_0312,alpha
880,human1_lib2.final_cell_0313,endothelial
881,human1_lib2.final_cell_0314,beta
882,human1_lib2.final_cell_0315,delta
883,human1_lib2.final_cell_0316,beta
884,human1_lib2.final_cell_0317,beta
885,human1_lib2.final_cell_0318,beta
886,human1_lib2.final_cell_0319,ductal
887,human1_lib2.final_cell_0320,beta
888,human1_lib2.final_cell_0321,ductal
889,human1_lib2.final_cell_0322,beta
890,human1_lib2.final_cell_0323,beta
891,human1_lib2.final_cell_0324,activated_stellate
892,human1_lib2.final_cell_0325,beta
893,human1_lib2.final_cell_0326,ductal
894,human1_lib2.final_cell_0327,beta
895,human1_lib2.final_cell_0328,beta
896,human1_lib2.final_cell_0329,delta
897,human1_lib2.final_cell_0330,ductal
898,human1_lib2.final_cell_0331,alpha
899,human1_lib2.final_cell_0332,ductal
900,human1_lib2.final_cell_0333,beta
901,human1_lib2.final_cell_0334,gamma
902,human1_lib2.final_cell_0335,ductal
903,human1_lib2.final_cell_0336,beta
904,human1_lib2.final_cell_0337,gamma
905,human1_lib2.final_cell_0338,delta
906,human1_lib2.final_cell_0339,alpha
907,human1_lib2.final_cell_0340,gamma
908,human1_lib2.final_cell_0341,alpha
909,human1_lib2.final_cell_0342,beta
910,human1_lib2.final_cell_0343,macrophage
911,human1_lib2.final_cell_0344,beta
912,human1_lib2.final_cell_0345,beta
913,human1_lib2.final_cell_0346,quiescent_stellate
914,human1_lib2.final_cell_0347,delta
915,human1_lib2.final_cell_0348,beta
916,human1_lib2.final_cell_0349,alpha
917,human1_lib2.final_cell_0350,beta
918,human1_lib2.final_cell_0351,alpha
919,human1_lib2.final_cell_0352,beta
920,human1_lib2.final_cell_0353,beta
921,human1_lib2.final_cell_0354,gamma
922,human1_lib2.final_cell_0355,alpha
923,human1_lib2.final_cell_0356,beta
924,human1_lib2.final_cell_0357,beta
925,human1_lib2.final_cell_0358,beta
926,human1_lib2.final_cell_0359,beta
927,human1_lib2.final_cell_0360,macrophage
928,human1_lib2.final_cell_0361,beta
929,human1_lib2.final_cell_0362,delta
930,human1_lib2.final_cell_0363,beta
931,human1_lib2.final_cell_0364,gamma
932,human1_lib2.final_cell_0365,epsilon
933,human1_lib2.final_cell_0366,delta
934,human1_lib2.final_cell_0367,alpha
935,human1_lib2.final_cell_0368,beta
936,human1_lib2.final_cell_0369,beta
937,human1_lib2.final_cell_0370,delta
938,human1_lib2.final_cell_0371,alpha
939,human1_lib2.final_cell_0372,endothelial
940,human1_lib2.final_cell_0373,beta
941,human1_lib2.final_cell_0374,activated_stellate
942,human1_lib2.final_cell_0375,acinar
943,human1_lib2.final_cell_0376,beta
944,human1_lib2.final_cell_0377,acinar
945,human1_lib2.final_cell_0378,alpha
946,human1_lib2.final_cell_0379,gamma
947,human1_lib2.final_cell_0380,macrophage
948,human1_lib2.final_cell_0381,beta
949,human1_lib2.final_cell_0382,beta
950,human1_lib2.final_cell_0383,acinar
951,human1_lib2.final_cell_0384,beta
952,human1_lib2.final_cell_0385,beta
953,human1_lib2.final_cell_0386,alpha
954,human1_lib2.final_cell_0387,delta
955,human1_lib2.final_cell_0388,beta
956,human1_lib2.final_cell_0389,ductal
957,human1_lib2.final_cell_0390,alpha
958,human1_lib2.final_cell_0391,beta
959,human1_lib2.final_cell_0392,delta
960,human1_lib2.final_cell_0393,beta
961,human1_lib2.final_cell_0394,beta
962,human1_lib2.final_cell_0395,acinar
963,human1_lib2.final_cell_0396,beta
964,human1_lib2.final_cell_0397,beta
965,human1_lib2.final_cell_0398,beta
966,human1_lib2.final_cell_0399,alpha
967,human1_lib2.final_cell_0400,alpha
968,human1_lib2.final_cell_0401,alpha
969,human1_lib2.final_cell_0402,ductal
970,human1_lib2.final_cell_0403,alpha
971,human1_lib2.final_cell_0404,acinar
972,human1_lib2.final_cell_0405,acinar
973,human1_lib2.final_cell_0406,beta
974,human1_lib2.final_cell_0407,delta
975,human1_lib2.final_cell_0408,quiescent_stellate
976,human1_lib2.final_cell_0409,alpha
977,human1_lib2.final_cell_0410,delta
978,human1_lib2.final_cell_0411,beta
979,human1_lib2.final_cell_0412,ductal
980,human1_lib2.final_cell_0413,beta
981,human1_lib2.final_cell_0414,beta
982,human1_lib2.final_cell_0415,beta
983,human1_lib2.final_cell_0416,beta
984,human1_lib2.final_cell_0417,quiescent_stellate
985,human1_lib2.final_cell_0418,endothelial
986,human1_lib2.final_cell_0419,acinar
987,human1_lib2.final_cell_0420,activated_stellate
988,human1_lib2.final_cell_0421,delta
989,human1_lib2.final_cell_0422,beta
990,human1_lib2.final_cell_0423,alpha
991,human1_lib2.final_cell_0424,endothelial
992,human1_lib2.final_cell_0425,endothelial
993,human1_lib2.final_cell_0426,alpha
994,human1_lib2.final_cell_0427,beta
995,human1_lib2.final_cell_0428,gamma
996,human1_lib2.final_cell_0429,beta
997,human1_lib2.final_cell_0430,ductal
998,human1_lib2.final_cell_0431,activated_stellate
999,human1_lib2.final_cell_0432,alpha
1000,human1_lib2.final_cell_0433,beta
1001,human1_lib2.final_cell_0434,beta
1002,human1_lib2.final_cell_0435,alpha
1003,human1_lib2.final_cell_0436,acinar
1004,human1_lib2.final_cell_0437,quiescent_stellate
1005,human1_lib2.final_cell_0438,beta
1006,human1_lib2.final_cell_0439,alpha
1007,human1_lib2.final_cell_0440,beta
1008,human1_lib2.final_cell_0441,ductal
1009,human1_lib2.final_cell_0442,beta
1010,human1_lib2.final_cell_0443,delta
1011,human1_lib2.final_cell_0444,beta
1012,human1_lib2.final_cell_0445,beta
1013,human1_lib2.final_cell_0446,beta
1014,human1_lib2.final_cell_0447,beta
1015,human1_lib2.final_cell_0448,quiescent_stellate
1016,human1_lib2.final_cell_0449,beta
1017,human1_lib2.final_cell_0450,beta
1018,human1_lib2.final_cell_0451,schwann
1019,human1_lib2.final_cell_0452,endothelial
1020,human1_lib2.final_cell_0453,beta
1021,human1_lib2.final_cell_0454,beta
1022,human1_lib2.final_cell_0455,ductal
1023,human1_lib2.final_cell_0456,gamma
1024,human1_lib2.final_cell_0457,alpha
1025,human1_lib2.final_cell_0458,gamma
1026,human1_lib2.final_cell_0459,alpha
1027,human1_lib2.final_cell_0460,quiescent_stellate
1028,human1_lib2.final_cell_0461,endothelial
1029,human1_lib2.final_cell_0462,quiescent_stellate
1030,human1_lib2.final_cell_0463,delta
1031,human1_lib2.final_cell_0464,beta
1032,human1_lib2.final_cell_0465,ductal
1033,human1_lib2.final_cell_0466,endothelial
1034,human1_lib2.final_cell_0467,beta
1035,human1_lib2.final_cell_0468,delta
1036,human1_lib2.final_cell_0469,activated_stellate
1037,human1_lib2.final_cell_0470,endothelial
1038,human1_lib2.final_cell_0471,acinar
1039,human1_lib2.final_cell_0472,endothelial
1040,human1_lib2.final_cell_0473,delta
1041,human1_lib2.final_cell_0474,gamma
1042,human1_lib2.final_cell_0475,activated_stellate
1043,human1_lib2.final_cell_0476,endothelial
1044,human1_lib2.final_cell_0477,beta
1045,human1_lib2.final_cell_0478,ductal
1046,human1_lib2.final_cell_0479,beta
1047,human1_lib2.final_cell_0480,beta
1048,human1_lib2.final_cell_0481,alpha
1049,human1_lib2.final_cell_0482,alpha
1050,human1_lib2.final_cell_0483,beta
1051,human1_lib2.final_cell_0484,ductal
1052,human1_lib2.final_cell_0485,beta
1053,human1_lib2.final_cell_0486,alpha
1054,human1_lib2.final_cell_0487,endothelial
1055,human1_lib2.final_cell_0488,endothelial
1056,human1_lib2.final_cell_0489,beta
1057,human1_lib2.final_cell_0490,endothelial
1058,human1_lib2.final_cell_0491,endothelial
1059,human1_lib2.final_cell_0492,alpha
1060,human1_lib2.final_cell_0493,quiescent_stellate
1061,human1_lib2.final_cell_0494,ductal
1062,human1_lib2.final_cell_0495,beta
1063,human1_lib2.final_cell_0496,quiescent_stellate
1064,human1_lib2.final_cell_0497,epsilon
1065,human1_lib2.final_cell_0498,delta
1066,human1_lib2.final_cell_0499,macrophage
1067,human1_lib2.final_cell_0500,gamma
1068,human1_lib2.final_cell_0501,ductal
1069,human1_lib2.final_cell_0502,alpha
1070,human1_lib2.final_cell_0503,beta
1071,human1_lib2.final_cell_0504,alpha
1072,human1_lib2.final_cell_0505,endothelial
1073,human1_lib2.final_cell_0506,beta
1074,human1_lib2.final_cell_0507,gamma
1075,human1_lib2.final_cell_0508,beta
1076,human1_lib2.final_cell_0509,beta
1077,human1_lib2.final_cell_0510,quiescent_stellate
1078,human1_lib2.final_cell_0511,alpha
1079,human1_lib2.final_cell_0512,beta
1080,human1_lib2.final_cell_0513,gamma
1081,human1_lib2.final_cell_0514,alpha
1082,human1_lib2.final_cell_0515,alpha
1083,human1_lib2.final_cell_0516,beta
1084,human1_lib2.final_cell_0517,endothelial
1085,human1_lib2.final_cell_0518,beta
1086,human1_lib2.final_cell_0519,quiescent_stellate
1087,human1_lib2.final_cell_0520,endothelial
1088,human1_lib2.final_cell_0521,beta
1089,human1_lib2.final_cell_0522,beta
1090,human1_lib2.final_cell_0523,beta
1091,human1_lib2.final_cell_0524,beta
1092,human1_lib2.final_cell_0525,ductal
1093,human1_lib2.final_cell_0526,beta
1094,human1_lib2.final_cell_0527,alpha
1095,human1_lib2.final_cell_0528,quiescent_stellate
1096,human1_lib2.final_cell_0529,beta
1097,human1_lib2.final_cell_0530,endothelial
1098,human1_lib2.final_cell_0531,beta
1099,human1_lib2.final_cell_0532,ductal
1100,human1_lib2.final_cell_0533,ductal
1101,human1_lib2.final_cell_0534,beta
1102,human1_lib2.final_cell_0535,activated_stellate
1103,human1_lib2.final_cell_0536,beta
1104,human1_lib2.final_cell_0537,ductal
1105,human1_lib2.final_cell_0538,beta
1106,human1_lib2.final_cell_0539,endothelial
1107,human1_lib2.final_cell_0540,beta
1108,human1_lib2.final_cell_0541,beta
1109,human1_lib2.final_cell_0542,acinar
1110,human1_lib2.final_cell_0543,alpha
1111,human1_lib2.final_cell_0544,schwann
1112,human1_lib2.final_cell_0545,beta
1113,human1_lib2.final_cell_0546,beta
1114,human1_lib2.final_cell_0547,quiescent_stellate
1115,human1_lib2.final_cell_0548,beta
1116,human1_lib2.final_cell_0549,gamma
1117,human1_lib2.final_cell_0550,endothelial
1118,human1_lib2.final_cell_0551,beta
1119,human1_lib2.final_cell_0552,mast
1120,human1_lib2.final_cell_0553,beta
1121,human1_lib2.final_cell_0554,gamma
1122,human1_lib2.final_cell_0555,quiescent_stellate
1123,human1_lib2.final_cell_0556,beta
1124,human1_lib2.final_cell_0557,beta
1125,human1_lib2.final_cell_0558,beta
1126,human1_lib2.final_cell_0559,endothelial
1127,human1_lib2.final_cell_0560,beta
1128,human1_lib2.final_cell_0561,alpha
1129,human1_lib2.final_cell_0562,quiescent_stellate
1130,human1_lib2.final_cell_0563,activated_stellate
1131,human1_lib2.final_cell_0564,beta
1132,human1_lib2.final_cell_0565,alpha
1133,human1_lib2.final_cell_0566,endothelial
1134,human1_lib2.final_cell_0567,quiescent_stellate
1135,human1_lib2.final_cell_0568,endothelial
1136,human1_lib2.final_cell_0569,endothelial
1137,human1_lib2.final_cell_0570,endothelial
1138,human1_lib2.final_cell_0571,endothelial
1139,human1_lib2.final_cell_0572,ductal
1140,human1_lib2.final_cell_0573,beta
1141,human1_lib2.final_cell_0574,ductal
1142,human1_lib2.final_cell_0575,quiescent_stellate
1143,human1_lib2.final_cell_0576,beta
1144,human1_lib2.final_cell_0577,endothelial
1145,human1_lib2.final_cell_0578,endothelial
1146,human1_lib2.final_cell_0579,alpha
1147,human1_lib2.final_cell_0580,quiescent_stellate
1148,human1_lib2.final_cell_0581,alpha
1149,human1_lib2.final_cell_0582,acinar
1150,human1_lib2.final_cell_0583,gamma
1151,human1_lib2.final_cell_0584,endothelial
1152,human1_lib2.final_cell_0585,beta
1153,human1_lib2.final_cell_0586,quiescent_stellate
