,Cell,Cell_type
466,F1S4_180130_354_D01,L6 IT VISp Col18a1
467,F1S4_180130_354_E01,Lamp5 Lsp1
468,F1S4_180130_354_F01,L5 PT VISp Chrna6
469,F1S4_180130_354_H01,L6 CT VISp Gpr139
470,F1S4_180130_355_C01,L6 IT VISp Penk Col27a1
471,F1S4_180130_355_D01,L6 IT VISp Penk Col27a1
472,F1S4_180130_355_F01,L6 IT VISp Penk Col27a1
473,F1S4_180130_356_A01,L5 PT VISp C1ql2 Cdh13
474,F2S4_151217_005_B01,Pvalb Tpbg
475,F2S4_151217_005_C01,L4 IT VISp Rspo1
476,F2S4_151217_005_E01,L4 IT VISp Rspo1
477,F2S4_151217_005_F01,L4 IT VISp Rspo1
478,F2S4_151217_005_G01,L4 IT VISp Rspo1
479,F2S4_151217_005_H01,L4 IT VISp Rspo1
480,F2S4_151217_006_A01,L4 IT VISp Rspo1
481,F2S4_151217_006_B01,Vip Chat Htr1f
482,F2S4_151217_006_C01,L2/3 IT VISp Agmat
483,F2S4_151217_006_D01,L4 IT VISp Rspo1
484,F2S4_151217_006_E01,L4 IT VISp Rspo1
485,F2S4_151217_006_F01,L4 IT VISp Rspo1
486,F2S4_151217_006_G01,L4 IT VISp Rspo1
487,F2S4_151217_006_H01,Lamp5 Lsp1
488,F2S4_151217_007_A01,L2/3 IT VISp Agmat
489,F2S4_151217_007_B01,L4 IT VISp Rspo1
490,F2S4_151217_007_C01,L4 IT VISp Rspo1
491,F2S4_151217_007_D01,L4 IT VISp Rspo1
492,F2S4_151217_007_E01,L4 IT VISp Rspo1
493,F2S4_151217_007_F01,L4 IT VISp Rspo1
494,F2S4_151217_007_G01,L4 IT VISp Rspo1
495,F2S4_151217_007_H01,L4 IT VISp Rspo1
496,F2S4_151217_008_A01,L4 IT VISp Rspo1
497,F2S4_151217_008_B01,L4 IT VISp Rspo1
498,F2S4_151217_008_C01,L4 IT VISp Rspo1
499,F2S4_151217_008_E01,L4 IT VISp Rspo1
500,F2S4_151217_008_F01,L4 IT VISp Rspo1
501,F2S4_151217_008_G01,L4 IT VISp Rspo1
502,F2S4_151217_008_H01,L4 IT VISp Rspo1
503,F2S4_151217_009_A01,L5 NP VISp Trhr Cpne7
504,F2S4_151217_009_B01,Sst Hpse Sema3c
505,F2S4_151217_009_C01,Vip Pygm C1ql1
506,F2S4_151217_009_D01,L5 IT VISp Hsd11b1 Endou
507,F2S4_151217_009_E01,Vip Pygm C1ql1
508,F2S4_151217_009_F01,Vip Chat Htr1f
509,F2S4_151217_009_G01,Vip Ptprt Pkp2
510,F2S4_151217_009_H01,Vip Pygm C1ql1
511,F2S4_151217_010_A01,Vip Ptprt Pkp2
512,F2S4_151217_010_B01,L5 NP VISp Trhr Met
513,F2S4_151217_010_D01,L4 IT VISp Rspo1
514,F2S4_151217_010_F01,L5 NP VISp Trhr Cpne7
515,F2S4_151217_010_G01,L5 IT VISp Batf3
516,F2S4_151217_010_H01,Sst Hpse Sema3c
517,F2S4_151217_011_A01,L6 IT VISp Car3
518,F2S4_151217_011_B01,L2/3 IT VISp Agmat
519,F2S4_151217_011_C01,L6 IT VISp Penk Col27a1
520,F2S4_151217_011_D01,L6 CT VISp Nxph2 Wls
521,F2S4_151217_011_E01,L6 IT VISp Penk Col27a1
522,F2S4_151217_011_G01,L6 IT VISp Penk Fst
523,F2S4_151217_011_H01,Pvalb Gabrg1
524,F2S4_151217_012_A01,L6 IT VISp Penk Col27a1
525,F2S4_151217_012_B01,Pvalb Gabrg1
526,F2S4_151217_012_C01,L6 IT VISp Penk Fst
527,F2S4_151217_012_D01,L6 IT VISp Car3
528,F2S4_151217_012_E01,L6 IT VISp Penk Col27a1
529,F2S4_151217_012_G01,L5 NP VISp Trhr Cpne7
530,F2S4_151217_012_H01,L5 NP VISp Trhr Met
531,F2S4_151217_013_A01,Vip Igfbp4 Mab21l1
532,F2S4_151217_013_B01,L6 CT VISp Ctxn3 Brinp3
533,F2S4_151217_013_D01,L6 CT VISp Ctxn3 Brinp3
534,F2S4_151217_013_E01,Lamp5 Lsp1
535,F2S4_151217_013_F01,L6 IT VISp Col23a1 Adamts2
536,F2S4_151217_013_G01,L5 NP VISp Trhr Cpne7
537,F2S4_151217_013_H01,L6 IT VISp Penk Col27a1
538,F2S4_151217_014_A01,L6 IT VISp Col18a1
539,F2S4_151217_014_B01,L6 IT VISp Penk Fst
540,F2S4_151217_014_C01,L6 IT VISp Penk Col27a1
541,F2S4_151217_014_D01,L6 IT VISp Col23a1 Adamts2
542,F2S4_151217_014_F01,Sst Chodl
543,F2S4_151217_014_G01,L6 IT VISp Penk Fst
544,F2S4_151217_014_H01,L6 IT VISp Penk Col27a1
545,F2S4_151223_001_A01,Vip Ptprt Pkp2
546,F2S4_151223_001_B01,Vip Crispld2 Kcne4
547,F2S4_151223_001_C01,Vip Rspo4 Rxfp1 Chat
548,F2S4_151223_001_D01,Lamp5 Ntn1 Npy2r
549,F2S4_151223_001_E01,Lamp5 Fam19a1 Tmem182
550,F2S4_151223_001_F01,Lamp5 Lsp1
551,F2S4_151223_001_G01,Lamp5 Fam19a1 Pax6
552,F2S4_151223_001_H01,Lamp5 Lsp1
553,F2S4_151223_002_A01,Vip Pygm C1ql1
554,F2S4_151223_002_C01,Lamp5 Lsp1
555,F2S4_151223_002_D01,Vip Igfbp6 Pltp
556,F2S4_151223_002_E01,Vip Pygm C1ql1
557,F2S4_151223_002_F01,Vip Chat Htr1f
558,F2S4_151223_002_G01,Vip Ptprt Pkp2
559,F2S4_151223_002_H01,Lamp5 Ntn1 Npy2r
560,F2S4_151223_003_A01,Lamp5 Lsp1
561,F2S4_151223_003_B01,Lamp5 Fam19a1 Pax6
562,F2S4_151223_003_C01,Vip Chat Htr1f
563,F2S4_151223_003_D01,Lamp5 Plch2 Dock5
564,F2S4_151223_003_E01,Lamp5 Plch2 Dock5
565,F2S4_151223_003_F01,Vip Crispld2 Htr2c
566,F2S4_151223_003_G01,Vip Igfbp6 Pltp
567,F2S4_151223_003_H01,Vip Chat Htr1f
568,F2S4_151223_004_A01,Lamp5 Lsp1
569,F2S4_151223_004_B01,Vip Chat Htr1f
570,F2S4_151223_004_C01,Lamp5 Ntn1 Npy2r
571,F2S4_151223_004_E01,Vip Crispld2 Kcne4
572,F2S4_151223_004_F01,Lamp5 Ntn1 Npy2r
573,F2S4_151223_004_G01,Lamp5 Lsp1
574,F2S4_151223_004_H01,Vip Ptprt Pkp2
575,F2S4_151223_005_A01,Vip Crispld2 Kcne4
576,F2S4_151223_005_B01,Vip Igfbp6 Pltp
577,F2S4_151223_005_C01,Vip Igfbp4 Mab21l1
578,F2S4_151223_005_D01,Vip Gpc3 Slc18a3
579,F2S4_151223_005_E01,Lamp5 Lsp1
580,F2S4_151223_005_F01,Pvalb Reln Itm2a
581,F2S4_151223_006_A01,Vip Ptprt Pkp2
582,F2S4_151223_006_B01,Vip Igfbp4 Mab21l1
583,F2S4_151223_006_C01,Lamp5 Lsp1
584,F2S4_151223_006_D01,Lamp5 Lsp1
585,F2S4_151223_006_E01,Vip Lmo1 Myl1
586,F2S4_151223_006_F01,Vip Igfbp6 Pltp
587,F2S4_151223_006_H01,Vip Igfbp6 Pltp
588,F2S4_151223_007_A01,Vip Arhgap36 Hmcn1
589,F2S4_151223_007_B01,Lamp5 Ntn1 Npy2r
590,F2S4_151223_007_C01,Vip Arhgap36 Hmcn1
591,F2S4_151223_007_D01,Vip Igfbp6 Pltp
592,F2S4_151223_007_E01,Sst Hpse Sema3c
593,F2S4_151223_007_F01,Vip Ptprt Pkp2
594,F2S4_151223_007_G01,Vip Igfbp6 Pltp
595,F2S4_151223_007_H01,Vip Chat Htr1f
596,F2S4_151223_008_A01,Sst Chrna2 Glra3
597,F2S4_151223_008_B01,Sst Hpse Sema3c
598,F2S4_151223_008_C01,Serpinf1 Aqp5 Vip
599,F2S4_151223_008_D01,Pvalb Tpbg
600,F2S4_151223_008_E01,Sst Rxfp1 Eya1
601,F2S4_151223_008_F01,Sst Myh8 Fibin
602,F2S4_151223_008_G01,Vip Ptprt Pkp2
603,F2S4_151223_008_H01,Vip Arhgap36 Hmcn1
604,F2S4_151223_009_A01,Sst Chrna2 Ptgdr
605,F2S4_151223_009_C01,Pvalb Reln Tac1
606,F2S4_151223_009_D01,Pvalb Gabrg1
607,F2S4_151223_009_E01,Pvalb Tpbg
608,F2S4_151223_009_G01,Sst Chrna2 Ptgdr
609,F2S4_151223_009_H01,Vip Arhgap36 Hmcn1
610,F2S4_151223_010_A01,Pvalb Calb1 Sst
611,F2S4_151223_010_C01,Vip Igfbp6 Pltp
612,F2S4_151223_010_D01,Sst Rxfp1 Prdm8
613,F2S4_151223_010_E01,Pvalb Reln Tac1
614,F2S4_151223_010_F01,Vip Gpc3 Slc18a3
615,F2S4_151223_010_G01,Lamp5 Lsp1
616,F2S4_151223_011_A01,Pvalb Th Sst
617,F2S4_151223_011_B01,Vip Gpc3 Slc18a3
618,F2S4_151223_011_C01,Pvalb Reln Tac1
619,F2S4_151223_011_D01,Pvalb Reln Tac1
620,F2S4_151223_011_E01,Lamp5 Lsp1
621,F2S4_151223_011_F01,Lamp5 Lsp1
622,F2S4_151223_011_G01,Sst Nr2f2 Necab1
623,F2S4_151223_011_H01,Sst Myh8 Etv1 
624,F2S4_151223_012_A01,Vip Gpc3 Slc18a3
625,F2S4_151223_012_B01,Vip Arhgap36 Hmcn1
626,F2S4_151223_012_C01,Sst Rxfp1 Eya1
627,F2S4_151223_012_D01,Sst Chrna2 Glra3
628,F2S4_151223_012_E01,Sncg Vip Itih5
629,F2S4_151223_012_F01,Vip Gpc3 Slc18a3
630,F2S4_151223_012_G01,Sst Tac2 Tacstd2
631,F2S4_151223_012_H01,Sst Esm1
632,F2S4_151223_013_A01,Pvalb Th Sst
633,F2S4_151223_013_B01,Lamp5 Lhx6
634,F2S4_151223_013_C01,Sst Nr2f2 Necab1
635,F2S4_151223_013_D01,Sst Esm1
636,F2S4_151223_013_E01,Sst Chodl
637,F2S4_151223_013_F01,Oligo Synpr
638,F2S4_151223_013_G01,Pvalb Th Sst
639,F2S4_151223_013_H01,Sncg Slc17a8
640,F2S4_151223_014_A01,Lamp5 Lsp1
641,F2S4_151223_014_B01,Lamp5 Lhx6
642,F2S4_151223_014_C01,Pvalb Th Sst
643,F2S4_151223_014_D01,Serpinf1 Clrn1
644,F2S4_151223_014_E01,Lamp5 Lsp1
645,F2S4_151223_014_F01,Lamp5 Plch2 Dock5
646,F2S4_151223_014_G01,Vip Chat Htr1f
647,F2S4_151223_014_H01,Lamp5 Lsp1
648,F2S4_151223_015_A01,Vip Crispld2 Htr2c
649,F2S4_151223_015_B01,Lamp5 Lsp1
650,F2S4_151223_015_C01,Lamp5 Plch2 Dock5
651,F2S4_151223_015_D01,Vip Igfbp4 Mab21l1
652,F2S4_151223_015_E01,Lamp5 Ntn1 Npy2r
653,F2S4_151223_015_F01,Lamp5 Ntn1 Npy2r
654,F2S4_151223_015_G01,Vip Pygm C1ql1
655,F2S4_151223_015_H01,Lamp5 Ntn1 Npy2r
656,F2S4_151223_016_A01,Vip Crispld2 Htr2c
657,F2S4_151223_016_B01,Lamp5 Plch2 Dock5
658,F2S4_151223_016_C01,Lamp5 Lsp1
659,F2S4_151223_016_D01,Vip Igfbp4 Mab21l1
660,F2S4_151223_016_E01,Vip Col15a1 Pde1a
661,F2S4_151223_016_F01,Lamp5 Ntn1 Npy2r
662,F2S4_151223_016_G01,Lamp5 Lsp1
663,F2S4_151223_016_H01,Lamp5 Lsp1
664,F2S4_151223_017_A01,Lamp5 Lsp1
665,F2S4_151223_017_B01,Sncg Vip Nptx2
666,F2S4_151223_017_C01,Lamp5 Lsp1
667,F2S4_151223_017_D01,Sncg Vip Nptx2
668,F2S4_151223_017_E01,Pvalb Vipr2
669,F2S4_151223_017_F01,Lamp5 Plch2 Dock5
670,F2S4_151223_017_G01,Lamp5 Plch2 Dock5
671,F2S4_151223_017_H01,Lamp5 Lsp1
672,F2S4_151223_018_A01,Lamp5 Ntn1 Npy2r
673,F2S4_151223_018_B01,Vip Crispld2 Htr2c
674,F2S4_151223_018_C01,Lamp5 Krt73
675,F2S4_151223_018_D01,Lamp5 Ntn1 Npy2r
676,F2S4_151223_018_E01,Lamp5 Lsp1
677,F2S4_151223_018_F01,Lamp5 Ntn1 Npy2r
678,F2S4_151223_018_G01,Lamp5 Plch2 Dock5
679,F2S4_151223_018_H01,Vip Igfbp6 Car10
680,F2S4_160113_001_A01,L2/3 IT VISp Agmat
681,F2S4_160113_001_B01,L2/3 IT VISp Agmat
682,F2S4_160113_001_C01,L2/3 IT VISp Agmat
683,F2S4_160113_001_D01,L2/3 IT VISp Agmat
684,F2S4_160113_001_E01,L2/3 IT VISp Agmat
685,F2S4_160113_001_F01,Vip Pygm C1ql1
686,F2S4_160113_001_G01,L2/3 IT VISp Adamts2
687,F2S4_160113_001_H01,Vip Lmo1 Myl1
688,F2S4_160113_002_A01,L2/3 IT VISp Agmat
689,F2S4_160113_002_B01,L2/3 IT VISp Adamts2
690,F2S4_160113_002_C01,L2/3 IT VISp Agmat
691,F2S4_160113_002_D01,L2/3 IT VISp Agmat
692,F2S4_160113_002_E01,L2/3 IT VISp Agmat
693,F2S4_160113_002_F01,L2/3 IT VISp Agmat
694,F2S4_160113_002_G01,L2/3 IT VISp Agmat
695,F2S4_160113_002_H01,Vip Chat Htr1f
696,F2S4_160113_003_A01,L2/3 IT VISp Agmat
697,F2S4_160113_003_B01,L2/3 IT VISp Adamts2
698,F2S4_160113_003_C01,L2/3 IT VISp Adamts2
699,F2S4_160113_003_D01,L2/3 IT VISp Agmat
700,F2S4_160113_003_E01,L2/3 IT VISp Agmat
701,F2S4_160113_003_F01,L2/3 IT VISp Adamts2
702,F2S4_160113_003_G01,Lamp5 Fam19a1 Tmem182
703,F2S4_160113_003_H01,L2/3 IT VISp Agmat
704,F2S4_160113_004_A01,L2/3 IT VISp Agmat
705,F2S4_160113_004_B01,L2/3 IT VISp Agmat
706,F2S4_160113_004_C01,L2/3 IT VISp Agmat
707,F2S4_160113_004_D01,L2/3 IT VISp Agmat
708,F2S4_160113_004_E01,L2/3 IT VISp Agmat
709,F2S4_160113_004_F01,L2/3 IT VISp Adamts2
710,F2S4_160113_004_G01,L2/3 IT VISp Agmat
711,F2S4_160113_004_H01,Lamp5 Lsp1
712,F2S4_160113_005_A01,L2/3 IT VISp Adamts2
713,F2S4_160113_005_B01,L2/3 IT VISp Agmat
714,F2S4_160113_005_C01,L2/3 IT VISp Agmat
715,F2S4_160113_005_D01,L2/3 IT VISp Agmat
716,F2S4_160113_005_E01,L2/3 IT VISp Agmat
717,F2S4_160113_005_F01,L2/3 IT VISp Agmat
718,F2S4_160113_005_G01,Lamp5 Lsp1
719,F2S4_160113_005_H01,L2/3 IT VISp Agmat
720,F2S4_160113_006_A01,L2/3 IT VISp Agmat
721,F2S4_160113_006_B01,L2/3 IT VISp Rrad
722,F2S4_160113_006_C01,L2/3 IT VISp Adamts2
723,F2S4_160113_006_D01,L2/3 IT VISp Agmat
724,F2S4_160113_006_E01,L2/3 IT VISp Rrad
725,F2S4_160113_006_F01,L2/3 IT VISp Agmat
726,F2S4_160113_006_G01,L2/3 IT VISp Agmat
727,F2S4_160113_006_H01,L2/3 IT VISp Agmat
728,F2S4_160113_007_B01,L4 IT VISp Rspo1
729,F2S4_160113_007_C01,L5 IT VISp Hsd11b1 Endou
730,F2S4_160113_007_D01,L4 IT VISp Rspo1
731,F2S4_160113_007_E01,L4 IT VISp Rspo1
732,F2S4_160113_007_F01,L4 IT VISp Rspo1
733,F2S4_160113_007_G01,L4 IT VISp Rspo1
734,F2S4_160113_007_H01,L4 IT VISp Rspo1
735,F2S4_160113_008_A01,L4 IT VISp Rspo1
736,F2S4_160113_008_B01,L4 IT VISp Rspo1
737,F2S4_160113_008_C01,L4 IT VISp Rspo1
738,F2S4_160113_008_D01,L4 IT VISp Rspo1
739,F2S4_160113_008_E01,L4 IT VISp Rspo1
740,F2S4_160113_008_F01,L4 IT VISp Rspo1
741,F2S4_160113_008_G01,L4 IT VISp Rspo1
742,F2S4_160113_008_H01,L4 IT VISp Rspo1
743,F2S4_160113_009_A01,L4 IT VISp Rspo1
744,F2S4_160113_009_B01,L4 IT VISp Rspo1
745,F2S4_160113_009_C01,L4 IT VISp Rspo1
746,F2S4_160113_009_D01,L5 IT VISp Hsd11b1 Endou
747,F2S4_160113_009_E01,L4 IT VISp Rspo1
748,F2S4_160113_009_F01,L4 IT VISp Rspo1
749,F2S4_160113_009_G01,L4 IT VISp Rspo1
750,F2S4_160113_009_H01,L4 IT VISp Rspo1
751,F2S4_160113_010_A01,L4 IT VISp Rspo1
752,F2S4_160113_010_B01,L4 IT VISp Rspo1
753,F2S4_160113_010_C01,L5 IT VISp Hsd11b1 Endou
754,F2S4_160113_010_D01,L4 IT VISp Rspo1
755,F2S4_160113_010_E01,L4 IT VISp Rspo1
756,F2S4_160113_010_F01,L4 IT VISp Rspo1
757,F2S4_160113_010_G01,L4 IT VISp Rspo1
758,F2S4_160113_010_H01,L4 IT VISp Rspo1
759,F2S4_160113_011_A01,L4 IT VISp Rspo1
760,F2S4_160113_011_B01,L4 IT VISp Rspo1
761,F2S4_160113_011_C01,L4 IT VISp Rspo1
762,F2S4_160113_011_D01,L4 IT VISp Rspo1
763,F2S4_160113_011_E01,L4 IT VISp Rspo1
764,F2S4_160113_011_F01,L4 IT VISp Rspo1
765,F2S4_160113_011_G01,L4 IT VISp Rspo1
766,F2S4_160113_011_H01,L4 IT VISp Rspo1
767,F2S4_160113_012_A01,L5 IT VISp Batf3
768,F2S4_160113_012_B01,L5 NP VISp Trhr Cpne7
769,F2S4_160113_012_C01,L5 NP VISp Trhr Cpne7
770,F2S4_160113_012_E01,Sst Nr2f2 Necab1
771,F2S4_160113_012_F01,Sst Calb2 Pdlim5
772,F2S4_160113_012_G01,L5 NP VISp Trhr Cpne7
773,F2S4_160113_012_H01,L5 NP VISp Trhr Cpne7
774,F2S4_160113_013_B01,Vip Gpc3 Slc18a3
775,F2S4_160113_013_C01,L5 IT VISp Batf3
776,F2S4_160113_013_D01,Vip Crispld2 Htr2c
777,F2S4_160113_013_F01,Sst Chrna2 Glra3
778,F2S4_160113_013_G01,L5 NP VISp Trhr Cpne7
779,F2S4_160113_013_H01,Sst Chrna2 Ptgdr
780,F2S4_160113_014_A01,L5 NP ALM Trhr Nefl
781,F2S4_160113_014_B01,L5 PT VISp C1ql2 Ptgfr
782,F2S4_160113_014_C01,Vip Ptprt Pkp2
783,F2S4_160113_014_D01,L5 NP VISp Trhr Cpne7
784,F2S4_160113_014_E01,L6 CT VISp Ctxn3 Sla
785,F2S4_160113_014_F01,L6 IT VISp Penk Col27a1
786,F2S4_160113_014_G01,L5 NP VISp Trhr Cpne7
787,F2S4_160113_015_A01,L5 PT VISp C1ql2 Ptgfr
788,F2S4_160113_015_B01,L5 NP VISp Trhr Cpne7
789,F2S4_160113_015_C01,L5 IT VISp Col27a1
790,F2S4_160113_015_D01,L5 PT VISp Chrna6
791,F2S4_160113_015_E01,L6 IT VISp Penk Col27a1
792,F2S4_160113_015_F01,L5 IT VISp Hsd11b1 Endou
793,F2S4_160113_015_G01,L5 IT VISp Col27a1
794,F2S4_160113_015_H01,Sst Calb2 Pdlim5
795,F2S4_160113_016_A01,L5 IT VISp Col27a1
796,F2S4_160113_016_B01,L5 NP VISp Trhr Cpne7
797,F2S4_160113_016_C01,L5 IT VISp Batf3
798,F2S4_160113_016_D01,Vip Ptprt Pkp2
799,F2S4_160113_016_E01,L5 NP VISp Trhr Cpne7
800,F2S4_160113_016_F01,L5 NP VISp Trhr Met
801,F2S4_160113_016_G01,Lamp5 Lsp1
802,F2S4_160113_016_H01,L5 IT VISp Batf3
803,F2S4_160113_017_A01,Sst Calb2 Pdlim5
804,F2S4_160113_017_C01,L5 PT VISp Krt80
805,F2S4_160113_017_D01,L5 NP VISp Trhr Cpne7
806,F2S4_160113_017_E01,Vip Lmo1 Fam159b
807,F2S4_160113_017_F01,Sst Chrna2 Glra3
808,F2S4_160113_017_G01,L5 IT VISp Hsd11b1 Endou
809,F2S4_160113_017_H01,Vip Chat Htr1f
810,F2S4_160113_018_A01,L6 CT VISp Ctxn3 Brinp3
811,F2S4_160113_018_B01,L6 CT VISp Ctxn3 Brinp3
812,F2S4_160113_018_C01,L6 CT VISp Ctxn3 Sla
813,F2S4_160113_018_D01,L6 CT VISp Krt80 Sla
814,F2S4_160113_018_E01,L6 IT VISp Penk Col27a1
815,F2S4_160113_018_F01,L6 CT VISp Ctxn3 Sla
816,F2S4_160113_018_G01,L6 IT VISp Col18a1
817,F2S4_160113_018_H01,L6 IT VISp Col18a1
818,F2S4_160113_019_A01,L6 CT VISp Ctxn3 Brinp3
819,F2S4_160113_019_B01,L6 CT VISp Krt80 Sla
820,F2S4_160113_019_C01,L6 IT VISp Col23a1 Adamts2
821,F2S4_160113_019_D01,L6 CT VISp Ctxn3 Sla
822,F2S4_160113_019_E01,L6 CT VISp Ctxn3 Brinp3
823,F2S4_160113_019_F01,L6 IT VISp Penk Fst
824,F2S4_160113_019_G01,L6 IT VISp Penk Col27a1
825,F2S4_160113_019_H01,Vip Arhgap36 Hmcn1
826,F2S4_160113_020_A01,L6 IT VISp Penk Col27a1
827,F2S4_160113_020_B01,L6 IT VISp Penk Col27a1
828,F2S4_160113_020_C01,L6 CT VISp Krt80 Sla
829,F2S4_160113_020_D01,L6 CT VISp Ctxn3 Brinp3
830,F2S4_160113_020_E01,L6 CT VISp Ctxn3 Brinp3
831,F2S4_160113_020_F01,L6 IT VISp Col23a1 Adamts2
832,F2S4_160113_020_G01,L6 CT VISp Ctxn3 Sla
833,F2S4_160113_020_H01,L6 IT VISp Penk Col27a1
834,F2S4_160113_021_A01,L6 IT VISp Col23a1 Adamts2
835,F2S4_160113_021_B01,L6 CT VISp Krt80 Sla
836,F2S4_160113_021_C01,Sst Nts
837,F2S4_160113_021_D01,L6 IT VISp Col23a1 Adamts2
838,F2S4_160113_021_E01,L6 IT VISp Penk Col27a1
839,F2S4_160113_021_G01,L6 CT VISp Ctxn3 Sla
840,F2S4_160113_021_H01,L6 IT VISp Penk Col27a1
841,F2S4_160113_022_A01,L6 CT VISp Ctxn3 Sla
842,F2S4_160113_022_B01,L6 CT VISp Ctxn3 Sla
843,F2S4_160113_022_C01,L6 CT VISp Ctxn3 Brinp3
844,F2S4_160113_022_D01,L6 IT VISp Penk Col27a1
845,F2S4_160113_022_E01,L6 IT VISp Penk Col27a1
846,F2S4_160113_022_F01,L6 CT VISp Ctxn3 Brinp3
847,F2S4_160113_022_G01,Sst Rxfp1 Prdm8
848,F2S4_160113_022_H01,L6 IT VISp Penk Col27a1
849,F2S4_160113_023_A01,L6 IT VISp Penk Col27a1
850,F2S4_160113_023_B01,L6 IT VISp Penk Col27a1
851,F2S4_160113_023_C01,L6 IT VISp Col23a1 Adamts2
852,F2S4_160113_023_D01,L6 CT VISp Ctxn3 Sla
853,F2S4_160113_023_E01,L6 IT VISp Penk Fst
854,F2S4_160113_023_F01,L6 IT VISp Penk Col27a1
855,F2S4_160113_023_G01,L6 IT VISp Penk Fst
856,F2S4_160113_023_H01,L6b VISp Col8a1 Rprm
857,F2S4_160113_024_A01,L6 CT VISp Ctxn3 Sla
858,F2S4_160113_024_B01,L6 IT VISp Col23a1 Adamts2
859,F2S4_160113_024_C01,L6 IT VISp Penk Col27a1
860,F2S4_160113_024_D01,L6 IT VISp Penk Col27a1
861,F2S4_160113_024_E01,Vip Gpc3 Slc18a3
862,F2S4_160113_024_F01,L6 CT VISp Krt80 Sla
863,F2S4_160113_024_G01,L6 IT VISp Penk Col27a1
864,F2S4_160113_024_H01,L6 IT VISp Penk Col27a1
865,F2S4_160113_025_A01,L6 CT VISp Ctxn3 Brinp3
866,F2S4_160113_025_B01,L6 IT VISp Penk Col27a1
867,F2S4_160113_025_C01,L6 CT VISp Ctxn3 Brinp3
868,F2S4_160113_025_D01,L6 IT VISp Penk Col27a1
869,F2S4_160113_025_E01,L6 CT VISp Krt80 Sla
870,F2S4_160113_025_F01,L6 CT VISp Nxph2 Wls
871,F2S4_160113_025_G01,L6 IT VISp Penk Col27a1
872,F2S4_160113_025_H01,L6 CT VISp Ctxn3 Sla
873,F2S4_160113_026_A01,L6 IT VISp Col23a1 Adamts2
874,F2S4_160113_026_B01,L6b VISp Mup5
875,F2S4_160113_026_C01,L6 IT VISp Penk Col27a1
876,F2S4_160113_026_D01,L6 CT VISp Krt80 Sla
877,F2S4_160113_026_E01,L6 IT VISp Penk Col27a1
878,F2S4_160113_026_F01,L6 IT VISp Penk Col27a1
879,F2S4_160113_026_G01,L6 CT VISp Nxph2 Wls
880,F2S4_160113_026_H01,L6 IT VISp Penk Fst
881,F2S4_160114_001_A01,Sst Hpse Cbln4
882,F2S4_160114_001_B01,Sst Tac2 Tacstd2
883,F2S4_160114_001_C01,Sst Chrna2 Glra3
884,F2S4_160114_001_D01,Sst Hpse Cbln4
885,F2S4_160114_001_E01,Sst Crhr2 Efemp1
886,F2S4_160114_001_F01,Sst Chrna2 Glra3
887,F2S4_160114_001_G01,Vip Arhgap36 Hmcn1
888,F2S4_160114_001_H01,Sncg Gpr50
889,F2S4_160114_002_A01,Sst Chrna2 Ptgdr
890,F2S4_160114_002_B01,Pvalb Reln Tac1
891,F2S4_160114_002_C01,Sst Chrna2 Glra3
892,F2S4_160114_002_D01,Sst Chrna2 Ptgdr
893,F2S4_160114_002_E01,Sst Myh8 Etv1 
894,F2S4_160114_002_F01,Sst Chrna2 Glra3
895,F2S4_160114_002_G01,Sst Hpse Cbln4
896,F2S4_160114_002_H01,Sst Hpse Sema3c
897,F2S4_160114_003_A01,Sst Chrna2 Glra3
898,F2S4_160114_003_B01,Pvalb Reln Tac1
899,F2S4_160114_003_C01,Sst Tac2 Myh4
900,F2S4_160114_003_D01,Sst Hpse Sema3c
901,F2S4_160114_003_E01,Vip Arhgap36 Hmcn1
902,F2S4_160114_003_F01,Sst Tac2 Myh4
903,F2S4_160114_003_G01,Lamp5 Lhx6
904,F2S4_160114_003_H01,Pvalb Reln Tac1
905,F2S4_160114_004_A01,Pvalb Reln Tac1
906,F2S4_160114_004_B01,Pvalb Reln Tac1
907,F2S4_160114_004_C01,Pvalb Gabrg1
908,F2S4_160114_004_D01,Sst Tac2 Tacstd2
909,F2S4_160114_004_E01,Pvalb Reln Tac1
910,F2S4_160114_004_F01,Vip Ptprt Pkp2
911,F2S4_160114_004_G01,Sst Chrna2 Glra3
912,F2S4_160114_004_H01,Sst Chrna2 Ptgdr
913,F2S4_160114_005_A01,Sst Rxfp1 Prdm8
914,F2S4_160114_005_B01,Sst Chrna2 Ptgdr
915,F2S4_160114_005_C01,Vip Arhgap36 Hmcn1
916,F2S4_160114_005_D01,Vip Igfbp6 Pltp
917,F2S4_160114_005_E01,Vip Arhgap36 Hmcn1
918,F2S4_160114_005_F01,Vip Gpc3 Slc18a3
919,F2S4_160114_005_G01,Sst Chrna2 Glra3
920,F2S4_160114_006_D01,Pvalb Th Sst
921,F2S4_160114_006_F01,Sst Rxfp1 Prdm8
922,F2S4_160114_006_G01,Sst Rxfp1 Eya1
923,F2S4_160114_007_A01,Pvalb Gabrg1
924,F2S4_160114_007_B01,Sst Myh8 Fibin
925,F2S4_160114_007_E01,Pvalb Gabrg1
926,F2S4_160114_007_F01,Sst Crhr2 Efemp1
927,F2S4_160114_007_G01,Lamp5 Lsp1
928,F2S4_160114_007_H01,Pvalb Gabrg1
929,F2S4_160114_008_A01,Vip Gpc3 Slc18a3
930,F2S4_160114_008_B01,Lamp5 Lsp1
